Node_ID,Next_Timestamp,Predicted_Next_Energy
101000,Unknown,0.007582924910614825
101001,Unknown,0.007582924910614825
101002,Unknown,0.007582924910614824
101003,Unknown,0.007582924910614825
101004,Unknown,0.007582924910614824
101005,Unknown,0.007582924910614825
101006,Unknown,0.007582924910614825
101007,Unknown,0.007582924910614825
101008,Unknown,0.007582924910614825
101009,Unknown,0.007582924910614825
101010,Unknown,0.007582924910614825
101011,Unknown,0.007582924910614824
101012,Unknown,0.007582924910614825
101013,Unknown,0.007582924910614825
101014,Unknown,0.007582924910614824
101015,Unknown,0.007582924910614824
101016,Unknown,0.007582924910614824
101017,Unknown,0.007582924910614824
101018,Unknown,0.007582924910614825
101019,Unknown,0.007582924910614825
101020,Unknown,0.007582924910614827
101021,Unknown,0.007582924910614824
101022,Unknown,0.007582924910614825
101023,Unknown,0.007582924910614824
101024,Unknown,0.007582924910614825
101025,Unknown,0.007582924910614825
101026,Unknown,0.007582924910614824
101027,Unknown,0.007582924910614825
101028,Unknown,0.007582924910614825
101029,Unknown,0.007582924910614827
101030,Unknown,0.007582924910614825
101031,Unknown,0.007582924910614825
101032,Unknown,0.007582924910614824
101033,Unknown,0.007582924910614825
101034,Unknown,0.007582924910614824
101035,Unknown,0.007582924910614824
101036,Unknown,0.007582924910614824
101037,Unknown,0.007582924910614825
101038,Unknown,0.007582924910614825
101039,Unknown,0.007582924910614824
101040,Unknown,0.007582924910614825
101041,Unknown,0.007582924910614825
101042,Unknown,0.007582924910614825
101043,Unknown,0.007582924910614825
101044,Unknown,0.007582924910614825
101045,Unknown,0.007582924910614824
101046,Unknown,0.007582924910614825
101047,Unknown,0.007582924910614825
101048,Unknown,0.007582924910614825
101049,Unknown,0.007582924910614825
101050,Unknown,0.007582924910614824
101051,Unknown,0.007582924910614825
101052,Unknown,0.007582924910614824
101053,Unknown,0.007582924910614825
101054,Unknown,0.007582924910614825
101055,Unknown,0.007582924910614824
101056,Unknown,0.007582924910614825
101057,Unknown,0.007582924910614824
101058,Unknown,0.007582924910614824
101059,Unknown,0.0075829249106148236
101060,Unknown,0.007582924910614825
101061,Unknown,0.007582924910614825
101062,Unknown,0.007582924910614827
101063,Unknown,0.007582924910614825
101064,Unknown,0.007582924910614825
101065,Unknown,0.007582924910614825
101066,Unknown,0.007582924910614824
101067,Unknown,0.007582924910614824
101068,Unknown,0.007582924910614825
101069,Unknown,0.007582924910614824
101070,Unknown,0.007582924910614825
101071,Unknown,0.007582924910614825
101072,Unknown,0.007582924910614825
101073,Unknown,0.007582924910614824
101074,Unknown,0.007582924910614825
101075,Unknown,0.007582924910614825
101076,Unknown,0.007582924910614825
101077,Unknown,0.007582924910614824
101078,Unknown,0.007582924910614825
101079,Unknown,0.007582924910614824
101080,Unknown,0.007582924910614825
101081,Unknown,0.007582924910614825
101082,Unknown,0.007582924910614825
101083,Unknown,0.007582924910614825
101084,Unknown,0.007582924910614824
101085,Unknown,0.007582924910614827
101086,Unknown,0.007582924910614824
101087,Unknown,0.007582924910614824
101088,Unknown,0.007582924910614824
